Analyte ID	Analyte Name	State Code	PWSID	System Name	System Type	Retail Population Served	Adjusted Total Population Served	Source Water Type	Water Facility ID	Water Facility Type	Sampling Point ID	Sampling Point Type	Source Type Code	Sample Type Code	Laboratory Assigned ID	Six Year ID	Sample ID	Sample Collection Date	Detection Limit Value	Detection Limit Unit	Detection Limit Code	Detect	Value	Unit	Presence Indicator Code	Residual Field Free Chlorine mg/L	Residual Field Total Chlorine mg/L
1094	ASBESTOS	ID	ID5070022 	HAILEY WATER AND SEWER	C   	8000	8000	GW 	164767	DS	167242	  		RT	I782801	6855526	398961	2007-11-26 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	ID	ID1400030 	KINGSTON WATER DIST 1	C   	800	800	GW 	162215	DS	164225	DS		RT	I2007060413	6900265	376335	2007-06-25 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	ID	ID1050011 	FERNWOOD WATER DIST	C   	485	485	SW 	162212	DS	163437	DS		RT	I081113039001	7093310	433451	2008-11-13 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0410409 	LA CASITA WATER COMPANY 1	C   	207	207	GW 	142521	SS	133891	EP	FN	RT	2007-04156-1	4986004	1335418	2007-05-17 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407908 	VAN RIJN DAIRY	NTNC	30	30	GW 	144340	SS	134049	EP	FN	RT	2009-01529-1	4990000	1427328	2009-03-04 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0402014 	DOUGLAS CITY OF	C   	13300	13300	GW 	146683	SS	129355	EP	FN	RT	1030127-01	5004520	1516414	2011-03-01 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	ID	ID2290008 	DEARY CITY OF	C   	529	529	GW 	163390	DS	164685	  		RT	A070726027-001	6980822	383993	2007-07-26 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0404032 	PAYSON TOWN OF	C   	17682	20158	GW 	137487	SS	129970	EP	FN	RT	2701240246A	5029224	1318973	2007-01-23 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0413045 	PRESCOTT CITY OF	C   	43217	43217	GW 	137592	SS	132766	EP	FN	RT	9010373-01	5015700	1416939	2009-01-06 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413164 	COTTONWOOD MUNICIPAL WATER VSF1	C   	2280	2280	GW 	137980	SS	133027	EP	FN	RT	2802200068S2	5069115	1372977	2008-02-19 00:00:00.000	0.300000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407025 	PHOENIX CITY OF	C   	1533582	1533582	SW 	138043	SS	130341	EP	FN	RT	201102020245A	5038148	1518083	2011-02-02 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413303 	INSCRIPTION CANYON RANCH SYSTEM	C   	560	560	GW 	138127	SS	133139	EP	FN	RT	201103080184AB	5037896	1516521	2011-03-07 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0407073 	TIERRA BUENA WATER COMPANY	C   	310	310	GW 	138199	SS	130450	EP	FN	RT	201102110093AA	5077322	1513687	2011-02-10 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407093 	GLENDALE CITY OF	C   	180000	180051	SW 	138487	SS	130577	EP	FN	RT	201102010193A	5077169	1517725	2011-02-01 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407090 	CHANDLER CITY OF	C   	300000	300000	SW 	142631	SS	130524	EP	FN	RT	2006-00230-01	5063701	1262688	2006-01-11 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0402120 	SULGER WATER COMPANY 2	C   	50	50	GW 	143781	SS	133953	EP	FN	RT	2007-01323-1	5022606	1318698	2007-02-11 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413277 	DESERT STAR COMMUNITY SCHOOL	NTNC	125	125	GW 	144411	SS	134064	EP	FN	RT	201002170054AD	5035823	1469405	2010-02-16 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410004 	COMMUNITY WC OF GREEN VALLEY	C   	16700	16700	GW 	144668	SS	131702	EP	FN	RT	7091353-04	5069063	1371448	2007-09-24 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407128 	AZ WATER CO - WHITE TANKS	C   	6205	6205	GW 	144679	SS	130766	EP	FN	RT	2009-01250-1	5049911	1430948	2009-02-20 00:00:00.000	0.700000000	MFL	MRL	0					
1094	ASBESTOS	ID	ID5240028 	WENDELL CITY OF	C   	3000	3000	GW 	162564	DS	167489	  		RT	I782611	6937300	398995	2007-11-26 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	IN	IN2200505 	BRENNEMAN MEMORIAL CHURCH	NTNC	780	780	GW 	205907	DS	199376	DS	FN	RT	10082748ASBESTOS	11521399	888499	2010-08-18 00:00:00.000	0.000000000		MRL	1	0.160000000	MFL      			
1094	ASBESTOS	AZ	AZ0412011 	LIBERTY WATER RIO RICO	C   	20000	20000	GW 	137337	SS	132571	EP	FN	RT	2010-002124-1	5097090	1492321	2010-03-18 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0409003 	AZ WATER CO LAKESIDE	C   	10882	10882	GW 	137553	SS	131468	EP	FN	RT	9060190-01A	5001846	1436400	2009-06-01 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413028 	CUP OF GOLD WATER CO	C   	30	30	GW 	137577	SS	132713	EP	FN	RT	201104200152AB	5156686	1521169	2011-04-21 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0405005 	SAFFORD CITY OF	C   	18900	18900	GW 	137819	SS	130219	EP	FN	RT	2007-05098-I	5091090	1385141	2008-06-03 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407025 	PHOENIX CITY OF	C   	1533582	1533582	SW 	138038	SS	130336	EP	FN	RT	201104270407A	5038747	1525329	2011-04-27 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138211	SS	131864	EP	FN	RT	201105250029AA	5077888	1526544	2011-05-24 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138237	SS	131887	EP	FN	RT	201105250029AE	5156219	1526548	2011-05-24 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0401004 	EAGAR TOWN OF	C   	4500	4500	GW 	138312	SS	129131	EP	FN	RT	201110040024AC	5088566	1544050	2011-10-03 00:00:00.000	0.660000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138401	SS	131925	EP	FN	RT	201107210099AA	5117447	1541127	2011-07-20 00:00:00.000	0.400000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138526	SS	131941	EP	FN	RT	201105250029AD	5077887	1526547	2011-05-24 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138542	SS	131955	EP	FN	RT	201106020118AE	5155802	1529796	2011-06-01 00:00:00.000	0.400000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0402041 	LA COSTA WATER USERS ASSOC	C   	60	60	GW 	138884	SS	129422	EP	FN	RT	201106100104AE	5129781	1527248	2011-06-09 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410219 	CATALINA VILLAGE	C   	210	210	GW 	138947	SS	132137	EP	FN	RT	201102030052AD	5089354	1512731	2011-02-02 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0403008 	FLAGSTAFF CITY OF	C   	64908	65558	SW 	139160	SS	129628	EP	FN	RT	201112300033A	5006040	1555352	2011-12-29 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407092 	GILBERT, TOWN OF	C   	210000	210000	SW 	140967	SS	130563	EP	FN	RT	06031823-01A	5016704	1399446	2006-03-31 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407092 	GILBERT, TOWN OF	C   	210000	210000	SW 	140967	SS	130563	EP	FN	RT	06050756-01 A	5016705	1399462	2006-05-08 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407504 	EPCOR WATER - ANTHEM	C   	25302	29902	SW 	141335	SS	130976	EP	FN	RT	8111267-01I	4988827	1412036	2008-11-18 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407046 	LIBERTY WATER LPSCO	C   	34000	34000	GW 	141482	SS	130390	EP	FN	RT	7030498-01IOC	5135599	1323190	2007-03-07 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0411128 	JOHNSON UTILITIES	C   	54717	54717	GW 	141984	SS	132449	EP	FN	RT	2602210269A	5128410	1260948	2006-02-21 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410237 	AMITY CIRCLE TREE RANCH	NTNC	100	100	GW 	142485	SS	132145	EP	FN	RT	2007-04079-1	5149318	1335118	2007-05-15 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413268 	ON THE GREENS	C   	123	123	GW 	143960	SS	134004	EP	FN	RT	2802200068S3	4999910	1372978	2008-02-19 00:00:00.000	0.300000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0411115 	CORRECTIONAL CORP OF AM - ELOY DETENTION	C   	9000	9000	GW 	144166	SS	132405	EP	FN	RT	BP11760-A	5134492	1387902	2007-09-17 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0406004 	VERDE LEE WATER COMPANY	C   	450	450	GW 	144304	SS	130259	EP	FN	RT	2009-001476-2	5120941	1424931	2009-03-02 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	ID	ID2250013 	COTTONWOOD WATER DEPT	C   	944	944	GW 	163169	DS	164419	  		RT	A070131001-004	6819700	368495	2007-01-25 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	ID	ID5070051 	SUN VALLEY WATER AND SEWER DIST	C   	4854	4854	GW 	164552	DS	167282	  		RT	I782681	6855532	398991	2007-11-26 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0408042 	YUCCA WATER ASSOC	C   	251	251	GW 	145820	SS	131239	EP	FN	RT	201004270217A	4992467	1477528	2010-04-26 00:00:00.000	0.020000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407096 	PEORIA CITY OF	C   	124500	124500	SW 	138659	SS	130677	EP	FN	RT	7010661-01I	4997915	1315061	2007-01-10 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0408015 	EPCOR WATER - LAKE HAVASU	C   	4068	4068	GW 	139422	SS	131143	EP	FN	RT	201103180179AA	5004976	1517529	2011-03-18 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410046 	METRO E AND T	C   	955	955	GW 	137947	SS	131727	EP	FN	RT	201103150016A	5004978	1517281	2011-03-14 00:00:00.000	0.020000000	MG/L	MRL	0					
1094	ASBESTOS	AZ	AZ0408003 	FORT MOJAVE TRIBAL UTILITY AUTHORITY	C   	2423	2583	GW 	145467	SS	131126	EP	FN	RT	2008-08155-1	5016615	1402062	2008-08-06 00:00:00.000	0.800000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410092 	MARANA MUNICIPAL-PICTURE ROCKS	C   	5127	5172	GW 	138076	SS	131798	EP	FN	RT	2603070012A	5025241	1261509	2006-03-06 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0407046 	LIBERTY WATER LPSCO	C   	34000	34000	GW 	138173	SS	130391	EP	FN	RT	0011833-01	5037550	1501960	2010-01-28 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410354 	ANWAY MANVILLE WATER CO	C   	602	602	GW 	139067	SS	132214	EP	FN	RT	201102180088AC	5004742	1514667	2011-02-17 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0420570 	MISSION PALMS APARTMENTS	C   	955	955	GW 	139250	SS	133834	EP	FN	RT	201103040016AB	5038277	1516023	2011-03-03 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407096 	PEORIA CITY OF	C   	124500	124500	SW 	140969	SS	130685	EP	FN	RT	7031001-01A	5084346	1401042	2007-03-15 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0414004 	FAR WEST WATER COMPANY	C   	32425	32425	SW 	141527	SS	133331	EP	FN	RT	07020796-01 A	4985613	1327074	2007-02-26 00:00:00.000	0.700000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0408017 	JOSHUA VALLEY WATER CO	C   	965	965	GW 	142623	SS	131160	EP		RT	201101030003A	5038077	1507541	2010-12-31 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407525 	WESTSIDE INDUSTRIAL INVESTMENTS LLC	NTNC	30	30	GW 	142800	SS	133904	EP	FN	RT	2602140002A	4995741	1259106	2006-02-13 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0410139 	MARANA DWID DERRINGER	C   	1385	1385	GW 	143916	SS	132009	EP	FN	RT	2009-00988-1	5083140	1427353	2009-02-09 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407025 	PHOENIX CITY OF	C   	1533582	1533582	SW 	145805	SS	130351	EP	FN	RT	201101120294A	5077399	1514880	2011-01-12 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	ID	ID2290018 	JULIAETTA CITY OF	C   	609	609	SW 	163806	DS	164721	  		RT	ASB071106033-001	6877590	391135	2007-11-06 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	ID	ID5340010 	MINIDOKA CITY OF	C   	100	100	GW 	163903	DS	167579	  		RT	I782621	6833193	398985	2007-11-26 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	ID	ID5340017 	RUPERT CITY OF	C   	5645	5645	GW 	163908	DS	167594	  		RT	I782651	6937299	398989	2007-11-26 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	ID	ID3440011 	WEISER CITY OF	C   	5507	5507	SW 	164326	DS	165774	  		RT	I11996013	6810476	386276	2007-09-12 00:00:00.000	0.000000000	MG/L	   	1	0.093000000	MFL      			
1094	ASBESTOS	AZ	AZ0404032 	PAYSON TOWN OF	C   	17682	20158	GW 	137494	SS	129977	EP	FN	RT	2701240255A	5176169	1318869	2007-01-23 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	ID	ID3380008 	NEW PLYMOUTH CITY OF	C   	1538	1538	GW 	164049	DS	165699	  		RT	I0739193	6955414	398821	2007-11-26 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	ID	ID4010066 	GARDEN CITY WATER AND SEWER SYSTEM	C   	12500	12500	GW 	160454	WL	166084	EP		RT	I0907592	6957193	446674	2009-03-31 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0414004 	FAR WEST WATER COMPANY	C   	32425	32425	SW 	141527	SS	133331	EP	FN	RT	PRC0824-01	4987704	1377576	2008-03-11 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0403073 	FOREST HIGHLANDS WC	C   	1249	1249	GW 	139287	SS	129717	EP	FN	RT	201103080203AD	4993972	1517174	2011-03-07 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413072 	CAMP VERDE WATER SYSTEM - VERDE	C   	118	118	GW 	137733	SS	132860	EP	FN	RT	201104200186AB	4994365	1520372	2011-04-19 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0414366 	ORANGE GROVE WATER CO INC	C   	800	800	GW 	138570	SS	133449	EP	FN	RT	201102100672AB	4993854	1513681	2011-02-09 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407096 	PEORIA CITY OF	C   	124500	124500	SW 	138656	SS	130674	EP	FN	RT	7010662-01I	5000004	1315056	2007-01-10 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407025 	PHOENIX CITY OF	C   	1533582	1533582	SW 	138143	CW	130325	EP	FN	RT	201102080120A	5008460	1518779	2011-02-08 00:00:00.000	0.200000000	MG/L	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138210	SS	131863	EP	FN	RT	201108020010AD	5006942	1541153	2011-08-01 00:00:00.000	0.100000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407093 	GLENDALE CITY OF	C   	180000	180051	SW 	138486	SS	130576	EP	FN	RT	201104200273A	5007867	1527706	2011-04-20 00:00:00.000	0.200000000	MG/L	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138543	SS	131956	EP	FN	RT	201107220010AE	5006940	1541136	2011-07-21 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0403002 	AZ WATER CO PINEWOOD	C   	6104	6104	GW 	139143	SS	129592	EP	FN	RT	2601310048A	5026208	1249534	2006-01-30 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407056 	EPCOR WATER - PARADISE VALLEY/SCOTTSDALE	C   	11600	11600	GW 	141485	SS	130415	EP	FN	RT	1081651-01I	5005697	1542730	2011-08-18 00:00:00.000	0.200000000	MG/L	MRL	0					
1094	ASBESTOS	AZ	AZ0407528 	PEAK VIEW RANCH	C   	282	282	GW 	142739	SS	133883	EP	FN	RT	2801230252S2	4987102	1370137	2008-01-22 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0402036 	SUNIZONA WATER CO	C   	280	280	GW 	142745	SS	129410	EP	FN	RT	2602230075S	5026317	1261071	2006-02-22 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0413045 	PRESCOTT CITY OF	C   	43217	43217	GW 	143232	SS	132769	EP	FN	RT	9010375-01	5033612	1416938	2009-01-06 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0411135 	PICACHO WATER CO	C   	1150	1150	GW 	143798	SS	133987	EP	FN	RT	2007-05118-1	5021137	1337904	2007-06-14 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410004 	COMMUNITY WC OF GREEN VALLEY	C   	16700	16700	GW 	144015	SS	131701	EP	FN	RT	7091353-03A	5018774	1360059	2007-09-24 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	ID	ID3140080 	NAMPA CITY OF	C   	81557	81557	GW 	161425	DS	165265	  		RT	I0741235	7036645	400487	2007-12-12 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	ID	ID2350014 	LEWISTON CITY OF	C   	14052	14052	SW 	163049	DS	164923	  		RT	ASB090706874-002	6868735	407049	2007-11-27 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	IN	IN5238008 	REDKEY WATER PLANT	C   	1411	1411	GW 	209664	DS	209889	DS	FN	RT	224556ASBESTOS2010	11554316	884108	2010-08-26 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0408066 	SNOWBIRD RV PARK	C   	134	134	GW 	137398	SS	131283	EP	FN	RT	201103290048A	5059143	1518992	2011-03-28 00:00:00.000	0.200000000	MG/L	MRL	0					
1094	ASBESTOS	AZ	AZ0404032 	PAYSON TOWN OF	C   	17682	20158	GW 	137494	SS	129977	EP	FN	RT	201001140339A-1	5183071	1464841	2010-01-13 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0404032 	PAYSON TOWN OF	C   	17682	20158	GW 	137508	SS	129990	EP	FN	RT	2701240257A	5103714	1319521	2007-01-23 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0409011 	PARK VALLEY FOOLS HOLLOW	C   	2707	2707	GW 	137673	SS	131487	EP	FN	RT	201105100133AC	5116146	1522586	2011-05-09 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413148 	ESCAPEES AT NORTH RANCH	C   	500	500	GW 	137895	SS	133006	EP	FN	RT	201108100213A	5155229	1543783	2011-08-10 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407025 	PHOENIX CITY OF	C   	1533582	1533582	SW 	138039	SS	130337	EP	FN	RT	201101120278A	5115939	1514890	2011-01-12 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407052 	SABROSA WATER CO NEW RIVER	C   	83	83	GW 	138179	SS	130410	EP	FN	RT	201107190177AA	5116300	1531856	2011-07-18 00:00:00.000	0.020000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138228	SS	131879	EP	FN	RT	201106080182AB	5117052	1529812	2011-06-07 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138242	SS	131892	EP	FN	RT	201109160029A	5117186	1542446	2011-09-15 00:00:00.000	0.800000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413345 	CHEMICAL LIME NELSON	NTNC	90	90	GW 	138261	SS	133194	EP	FN	RT	201108100135AC	5097237	1543788	2011-08-09 00:00:00.000	0.800000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138395	SS	131919	EP	FN	RT	201105050137AC	5077885	1526504	2011-05-04 00:00:00.000	0.360000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0415008 	HAVASU SPRINGS RESORT	NTNC	708	708	GW 	138581	SS	133489	EP	FN	RT	201103020259AE	5088963	1516074	2011-03-01 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410142 	RANCHO DEL CONEJO WATER	C   	480	480	GW 	138689	SS	132014	EP	FN	RT	201106100271AC	5155890	1527241	2011-06-09 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410164 	ORO VALLEY WATER UTILITY	C   	42583	42583	GW 	138830	SS	132066	EP	FN	RT	2010-00158-1	5161681	1464956	2010-01-07 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410199 	RINCON MESA LANDOWNERS	C   	63	63	GW 	138850	SS	132122	EP	FN	RT	201104050405AA	5116275	1520516	2011-04-04 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407305 	USAF LUKE	C   	7775	7775	GW 	139050	SS	130861	EP	FN	RT	07090746-08 A	5167865	1360056	2007-09-20 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407523 	DESERT OASIS	C   	2652	2652	GW 	139311	SS	131005	EP	FN	RT	1021362-01I	5188180	1514561	2011-02-17 00:00:00.000	0.200000000	MG/L	MRL	0					
1094	ASBESTOS	AZ	AZ0420419 	SAHUARITA HEIGHTS MHP	C   	126	126	GW 	141261	SS	133741	EP	FN	RT	201103080119AE	5077276	1516202	2011-03-07 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407090 	CHANDLER CITY OF	C   	300000	300000	SW 	142631	SS	130524	EP	FN	RT	2902110219A	5071567	1425427	2009-02-11 00:00:00.000	0.250000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407088 	AVONDALE CITY OF	C   	60000	60000	GW 	143027	SS	130476	EP	FN	RT	1120092-01A	5187410	1552362	2011-12-01 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407088 	AVONDALE CITY OF	C   	60000	60000	GW 	143027	SS	130476	EP	FN	RT	0111817-01I	5188746	1505576	2010-11-23 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0411128 	JOHNSON UTILITIES	C   	54717	54717	GW 	143196	SS	132441	EP	FN	RT	2602210187A	5136636	1261238	2006-02-21 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0410076 	METROPOLITAN DWID	C   	43433	43433	GW 	143784	SS	131795	EP	FN	RT	2011-04513-3	5187876	1523728	2011-05-04 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0404032 	PAYSON TOWN OF	C   	17682	20158	GW 	137491	SS	129974	EP	FN	RT	201001130106A-2	5074115	1464828	2010-01-11 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413045 	PRESCOTT CITY OF	C   	43217	43217	GW 	137593	SS	132767	EP	FN	RT	6050334-05	5026935	1282820	2006-05-04 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410076 	METROPOLITAN DWID	C   	43433	43433	GW 	138071	SS	131789	EP	FN	RT	2011-04473-1	5040325	1521473	2011-05-03 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138087	SS	131848	EP	FN	RT	201105130341AA	5039019	1526525	2011-05-12 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138090	SS	131852	EP	FN	RT	201105130341AC	5058734	1526528	2011-05-12 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413307 	QUAIL RIDGE DWID	C   	333	333	GW 	138128	SS	133141	EP	FN	RT	201105250075AD	5058666	1524293	2011-05-24 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138377	SS	131902	EP	FN	RT	201106150050AD	5007567	1529826	2011-06-14 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138386	SS	131910	EP	FN	RT	201106090194AD	5078463	1529808	2011-06-08 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138394	SS	131918	EP	FN	CO	201106140035A	5007844	1527678	2011-06-13 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138409	SS	131932	EP	FN	RT	201105110009AC	5058814	1527146	2011-05-11 00:00:00.000	0.360000000	MFL	MRL	0					
